name,company_number,address_line1,locality,postcode,sic_codes,search_city,search_sic,latitude,longitude
AGM  FINANCIAL LIMITED,08238642,2 Clumber Grove,Newcastle,ST5 3AU,69201,Newcastle,69201,52.996898,-2.221035
MILL HOUSE ACCOUNTANCY LIMITED,07702264,"Unit 2, The Keele Centre Three Mile Lane",Newcastle,ST5 5HH,"69201, 69202, 69203",Newcastle,69201,53.003163,-2.288481
BOOKS & ACCOUNTS4U LIMITED,03611614,18 Harriot Drive,Newcastle Upon Tyne,NE12 7EU,69201,Newcastle,69201,55.03035,-1.587184
Z & CO NCL LTD,12198084,52 Sceptre Street,Newcastle Upon Tyne,NE4 6PR,69201,Newcastle,69201,54.971154,-1.639917
HARRIS TWENTY ONE LIMITED,12276108,The Core,Newcastle Upon Tyne,NE4 5TF,"69201, 69203",Newcastle,69201,54.972389,-1.623441
CONCEPT ACCOUNTANCY LIMITED,07960449,23 Amethyst Road,Newcastle Upon Tyne,NE4 7YL,69201,Newcastle,69201,54.961211,-1.644612
CHARTERHOUSE ACCOUNTANCY SERVICES LIMITED,12451198,3 Brindley Court Dalewood Road,Newcastle Under Lyme,ST5 9QA,69201,Newcastle,69201,53.030102,-2.245152
ABS SERVICE ACCOUNTANCY & BOOKKEEPING LTD,09519974,372 West Road,Newcastle Upon Tyne,NE4 9JY,"69201, 69202, 69203",Newcastle,69201,54.978495,-1.667991
RL WILLS LIMITED,09745380,Fernwood House Fernwood Road,Newcastle Upon Tyne,NE2 1TJ,69201,Newcastle,69201,54.984774,-1.604012
PRACTICE IN MANAGEMENT LIMITED,09833606,40 West Wynd,Newcastle Upon Tyne,NE12 6FP,69201,Newcastle,69201,55.036577,-1.57127
JACKSONS ACCOUNTANTS (MIDLANDS) LIMITED,04382256,Deansfield House,Newcastle Under Lyme,ST5 1DS,"69201, 69202",Newcastle,69201,53.008253,-2.215623
YOUR PROPERTY TAX EXPERT LIMITED,15616848,7 Lynwood Close,Newcastle Upon Tyne,NE20 9JG,"69201, 69202, 69203",Newcastle,69201,55.030707,-1.761363
SCL OSWALD LIMITED,12361398,10 Ferriby Close Whitebridge Park,Newcastle Upon Tyne,NE3 5LQ,69201,Newcastle,69201,55.023375,-1.614284
AQUA ACCOUNTING LTD,07791968,5 Whittington Grove,Newcastle Upon Tyne,NE5 2QP,"69201, 69202, 69203",Newcastle,69201,54.983965,-1.66729
CHARTERHOUSE TAX LIMITED,10622640,3 Brindley Court Dalewood Road,Newcastle Under Lyme,ST5 9QA,69201,Newcastle,69201,53.030102,-2.245152
SLGE HOLDINGS LIMITED,15274915,Newhaven Coneygreave Lane,Newcastle Under Lyme,ST5 5HX,"69201, 70229",Newcastle,69201,52.960279,-2.300998
AAM ACCOUNTANCY LTD,09973705,63 West Road,Newcastle Upon Tyne,NE4 9PX,69201,Newcastle,69201,54.976102,-1.657449
BEST ACCOUNTING SERVICES LIMITED,13256325,16 Countess Way,Newcastle Upon Tyne,NE27 0FN,"69201, 69202",Newcastle,69201,55.038302,-1.513794
DAVID.W.T. BIRKIN & CO LTD.,04717262,153-155 High Street,Newcastle,ST5 0EJ,69201,Newcastle,69201,53.030186,-2.216002
BIOFIBER TECHNOLOGIES LIMITED,03159754,1 Burnside Close,Newcastle Upon Tyne,NE16 5QL,"69201, 69202, 70229",Newcastle,69201,54.933527,-1.684668
STRYDE ACCOUNTANCY LTD,09285144,29 Garthfield Crescent,Newcastle Upon Tyne,NE5 2LY,"69201, 69202, 69203",Newcastle,69201,54.997063,-1.682502
EATON ACTON LIMITED,08365056,Suite 1 Old Stables Court,Newcastle,ST5 1ED,69201,Newcastle,69201,53.01382,-2.223655
WILKIE CONSULTING SERVICES LIMITED,10055265,23 Reid Park Road,Newcastle Upon Tyne,NE2 2ER,69201,Newcastle,69201,54.99373,-1.600533
BW MEDICAL ACCOUNTANTS LTD,08468177,2/3 Park Road,Newcastle Upon Tyne,NE12 8DG,69201,Newcastle,69201,55.01976,-1.593893
S M HUSSAIN & CO LTD,09003630,67 West Road,Newcastle Upon Tyne,NE4 9PX,69201,Newcastle,69201,54.976102,-1.657449
KEEPRIGHT ACCOUNTING LIMITED,09251109,Innovation Northumbria Incubator,Newcastle Upon Tyne,NE1 8ST,"69201, 69202, 69203",Newcastle,69201,54.976634,-1.607451
KEEP IT SIMPLE ACCOUNTS LIMITED,13485573,Flat 4 Tulip Grove,Newcastle,ST5 0SH,69201,Newcastle,69201,53.018549,-2.223203
TETLOW & SMITH LIMITED,07986258,1 Osborne Road,Newcastle Upon Tyne,NE2 2AA,69201,Newcastle,69201,54.983426,-1.604275
RUMI ACCOUNTANTS LTD,11896139,Ariston House,Gateshead,NE8 3AT,69201,Newcastle,69201,54.96499,-1.58904
L & J ACCOUNTING SERVICES LIMITED,05105471,22 The Grove,Newcastle Upon Tyne,NE12 9PE,69201,Newcastle,69201,55.013767,-1.565352
NORTH STAFFS ACCOUNTANCY SERVICES LTD.,05001083,153-155 High Street,Newcastle,ST5 0EJ,69201,Newcastle,69201,53.030186,-2.216002
PROFIT ABILITY NORTH EAST LIMITED,04201918,"C/O Russell & Co 1st Floor, The Smithyside",Ponteland,NE20 9BD,69201,Newcastle,69201,55.050043,-1.7386
FAHMEEDA KHAN LTD,15499305,49 Mill Lane,Newcastle Upon Tyne,NE4 6TB,69201,Newcastle,69201,54.970404,-1.641767
VRK ACCOUNTANTS AND TAX AGENTS LIMITED,15531624,1 Willard Close,Newcastle,ST5 7NB,"69201, 69202, 69203",Newcastle,69201,53.038753,-2.243397
DAJANI BUSINESS CONSULTING LIMITED,11486262,16 Friars Walk,Newcastle-Under-Lyme,ST5 2HA,"69201, 69202",Newcastle,69201,53.001064,-2.228953
ACUMEN ACCOUNTING LIMITED,12807273,364 West Road,Newcastle Upon Tyne,NE4 9JY,"69201, 69202",Newcastle,69201,54.978495,-1.667991
OC ACCOUNTANTS LTD,08045003,1a Milvain Avenue,Newcastle Upon Tyne,NE4 9HY,69201,Newcastle,69201,54.976913,-1.65199
PEARL ACCOUNTANCY LTD,16847939,Collingwood Buildings 38 Collingwood Street,Newcastle Upon Tyne,NE1 1JF,69201,Newcastle,69201,54.969985,-1.613373
GENESIS ACCOUNTANTS NORTH LIMITED,13794459,0-2-40 The Grainger Suite Dobson House,Newcastle Upon Tyne,NE3 3PF,69201,Newcastle,69201,55.011201,-1.623643
ECGDCG LIMITED,10766584,Dissington Hall,Newcastle Upon Tyne,NE18 0AD,69201,Newcastle,69201,55.040134,-1.813538
THE ACCOUNTSMITH ACCOUNTANTS LIMITED,14996105,1 Ravenswood Close,Newcastle,ST5 4JX,69201,Newcastle,69201,52.986817,-2.2329
ALTHO DAI LTD,14945808,Heddon Business Centre Towne Gate,Newcastle Upon Tyne,NE15 0EJ,"69201, 70229",Newcastle,69201,54.99649,-1.791639
JPW ACCOUNTANCY & ADVISORY LTD,16998757,Collingwood Buildings,Newcastle Upon Tyne,NE1 1JF,69201,Newcastle,69201,54.969985,-1.613373
NAUTIC ACCOUNTANCY LTD,17016301,38 Collingwood Buildings Collingwood Street,Newcastle Upon Tyne,NE1 1JF,69201,Newcastle,69201,54.969985,-1.613373
ROKEWI ACCOUNTANCY LIMITED,17092736,1 Wansbeck Close,Newcastle Upon Tyne,NE16 5XN,"69201, 69202, 70229",Newcastle,69201,54.927097,-1.682737
OPTIMUS BUSINESS SERVICES LIMITED,17108629,4 Kirkley Drive,Newcastle Upon Tyne,NE20 9QP,"69201, 69202, 69203",Newcastle,69201,55.052637,-1.750072
THOMPSON WRIGHT (HALE) LIMITED,13395601,Ebenezer House,Newcastle Under Lyme,ST5 2BE,69201,Newcastle,69201,53.013323,-2.225232
BLACKFIN SERVICES LIMITED,13943193,"C/O Lawson 2020, Cobalt 3.1 Silver Fox Way",Newcastle Upon Tyne,NE27 0QJ,"69201, 69202",Newcastle,69201,55.020076,-1.506602
A.A.S. LIMITED,02714151,48 Havannah Drive,Newcastle Upon Tyne,NE13 6LD,69201,Newcastle,69201,55.045277,-1.62074
ADDERE VALOREM LTD,08045731,23 Eastcliffe Avenue,Newcastle Upon Tyne,NE3 4SN,69201,Newcastle,69201,54.998623,-1.639377
M.S. & S. SHAHID LIMITED,05230095,11 Jedburgh Close,Newcastle Upon Tyne,NE5 1TH,69201,Newcastle,69201,55.004517,-1.713194
STERLING HOUSE SOLUTIONS LIMITED,05503903,Sterling House,Newcastle Upon Tyne,NE13 7BA,"69201, 69202, 69203, 70221",Newcastle,69201,55.046505,-1.643672
MOVE ON ACCOUNTANTS LTD,04393019,The Grainger Suite Dobson House,Newcastle Upon Tyne,NE3 3PF,69201,Newcastle,69201,55.011201,-1.623643
TAXRETURNSBYNET LIMITED,03936589,"Kinnair & Company, Aston House",Newcastle Upon Tyne,NE5 1NB,69201,Newcastle,69201,55.003117,-1.695539
ACF BUSINESS SERVICES LIMITED,06263902,The Lodge Market Lane,Newcastle Upon Tyne,NE16 4TJ,69201,Newcastle,69201,54.951307,-1.669587
RED MOMENTUM MANAGEMENT LTD,10785886,13 Millfield Road,Newcastle Upon Tyne,NE16 4QA,69201,Newcastle,69201,54.943107,-1.674587
J WOOD SOLUTIONS LIMITED,08053855,25 Elmcroft Road,Newcastle Upon Tyne,NE12 9LJ,69201,Newcastle,69201,55.019379,-1.559208
ACCOUNTREE LIMITED,09060723,34 Middleton Avenue,Newcastle Upon Tyne,NE4 9NB,69201,Newcastle,69201,54.977224,-1.653768
GW ACCOUNTANTS LIMITED,06915669,1 Jesmond Business Court,Newcastle Upon Tyne,NE2 1LA,"69201, 69203",Newcastle,69201,54.987106,-1.594738
MIKE CLARK BOOK-KEEPING SERVICES LIMITED,04457812,13 Glencoe,Newcastle Upon Tyne,NE12 6QB,69201,Newcastle,69201,55.040199,-1.569056
THE MCFARLANE PARTNERSHIP 2017 LTD,10842731,Metropolitan House,Newcastle Upon Tyne,NE16 3AS,69201,Newcastle,69201,54.95781,-1.682277
SARA VENING CONSULTING LTD,12721056,51 Osprey Walk,Newcastle Upon Tyne,NE13 9DU,"69201, 70221",Newcastle,69201,55.027166,-1.652776
WENLOCKS ACCOUNTANCY & TAXATION SERVICES LIMITED,10677458,17 Newcastle Road Loggerheads,Market Drayton,TF9 4PH,"69201, 69202, 69203",Newcastle,69201,52.92388,-2.379564
STEPHENSON COATES LIMITED,07305752,"West 2, Asama Court",Newcastle Upon Tyne,NE4 7YD,"69201, 69203",Newcastle,69201,54.960912,-1.640882
THOMPSON WRIGHT (AUDIT) LTD,13488491,Ebenezer House,Newcastle Under Lyme,ST5 2BE,69201,Newcastle,69201,53.013323,-2.225232
STEPHENSON COATES AUDIT LIMITED,11522866,West 2 Asama Court,Newcastle Upon Tyne,NE4 7YD,69201,Newcastle,69201,54.960912,-1.640882
RBK ACCOUNTANTS LIMITED,10903923,Lymedale Business Centre,Newcastle Under Lyme,ST5 9QF,"69201, 69202, 69203",Newcastle,69201,53.026424,-2.250245
FUNDAMENTAL BUSINESS SERVICES (UK) LIMITED,12416842,48 Corver Crescent,Newcastle Upon Tyne,NE13 7FX,"69201, 69202, 69203, 70221",Newcastle,69201,55.044633,-1.642562
HAMILTON ACCOUNTING SERVICES LIMITED,06887051,"The Grainger Suite, Dobson House Regent Centre",Newcastle Upon Tyne,NE3 3PF,69201,Newcastle,69201,55.011201,-1.623643
QUBIC TRUSTEES LTD,06890768,2 St. James Gate,Newcastle Upon Tyne,NE1 4AD,69201,Newcastle,69201,54.966381,-1.62156
CF LOCAL LTD,05578562,5 Dartmouth Avenue,Newcastle Under Lyme,ST5 3PR,"68320, 69201, 70229, 73110",Newcastle,69201,52.999346,-2.238376
ONGAR MAC LIMITED,04490294,4 Manor Close,Newcastle Upon Tyne,NE3 1AP,69201,Newcastle,69201,55.005868,-1.613468
R L CUNNINGHAM LIMITED,15123303,Fernwood House Fernwood Road,Newcastle Upon Tyne,NE2 1TJ,69201,Newcastle,69201,54.984774,-1.604012
MT AUTOMATION LIMITED,NI693181,1 De Courcey Way,Newcastle,BT33 0NZ,69201,Newcastle,69201,54.258161,-5.850679
AQUA ARC LTD,12869703,5 Whittington Grove,Newcastle Upon Tyne,NE5 2QP,"69201, 70229",Newcastle,69201,54.983965,-1.66729
SIMPLY TAX (2018) LTD,11523033,4 Hassam Parade,Newcastle,ST5 9DS,69201,Newcastle,69201,53.032622,-2.230314
JACCOUNTANCY (UK) LTD,12059528,Maling Exchange Hoults Yard,Newcastle Upon Tyne,NE6 2HL,"69201, 69202, 69203",Newcastle,69201,54.970149,-1.581302
TIG CORPORATE FINANCE LIMITED,09880674,Metropolitan House Longrigg,Newcastle Upon Tyne,NE16 3AS,69201,Newcastle,69201,54.95781,-1.682277
ROBERTSON ASSOC. LTD,12669581,4 Rannoch House 10 Lindisfarne Road,Newcastle Upon Tyne,NE2 2HE,69201,Newcastle,69201,54.994742,-1.59946
AAC & PARTNERS LTD,14605653,Metrolpolitan House Long Rigg Road,Newcastle Upon Tyne,NE16 3AS,"69201, 69202, 70229",Newcastle,69201,54.95781,-1.682277
ZG BUSINESS SERVICES LIMITED,09426970,364 West Road,Newcastle Upon Tyne,NE4 9JY,"69201, 69202",Newcastle,69201,54.978495,-1.667991
ASK ACCOUNTANTS NE LIMITED,14613621,The Grainger Suite Dobson House,Newcastle Upon Tyne,NE3 3PF,69201,Newcastle,69201,55.011201,-1.623643
LUDEX CONSULTING LIMITED,12920976,28 The Drive The Drive,Newcastle Upon Tyne,NE3 4AH,69201,Newcastle,69201,55.00013,-1.620573
BLAND & WOOD ACCOUNTING SERVICES LIMITED,04605482,Unit 6b Planet Business Centre,Newcastle Upon Tyne,NE12 6RD,"69201, 69203",Newcastle,69201,55.028413,-1.577724
WBS ACCOUNTANTS LTD,04373180,1 Church Road,Newcastle Upon Tyne,NE3 1TX,69201,Newcastle,69201,55.007198,-1.619099
MALONE ACCOUNTING LIMITED,NI603483,12 Causeway Road,Newcastle,BT33 0DL,69201,Newcastle,69201,54.208547,-5.893143
INTEGRATED STRATEGY CONSULTING LIMITED,14521566,98 Lancaster Road,Newcastle,ST5 1DS,"69201, 69203, 70221",Newcastle,69201,53.008253,-2.215623
RL PURVIS LIMITED,06442814,Fernwood House Fernwood Road,Newcastle Upon Tyne,NE2 1TJ,69201,Newcastle,69201,54.984774,-1.604012
SYNERGY ACCOUNTING LTD,06359933,3 Brindley Court Dalewood Road,Newcastle,ST5 9QA,"69201, 69202",Newcastle,69201,53.030102,-2.245152
BKPS LIMITED,07076686,3 Brindley Court Dalewood Road,Newcastle,ST5 9QA,"69201, 69202",Newcastle,69201,53.030102,-2.245152
WILSON ACCOUNTANTS LTD,06442265,"E Floor, Milburn House",Newcastle Upon Tyne,NE1 1LE,"69201, 69203",Newcastle,69201,54.969796,-1.610328
SCRUTINIZE ACCOUNTS AND BOOKKEEPING SERVICES LIMITED,13296227,45 Holeyn Road,Newcastle Upon Tyne,NE15 9PG,69201,Newcastle,69201,54.991714,-1.759984
KINNAIR ASSOCIATES LIMITED,13555389,Aston House,Newcastle Upon Tyne,NE5 1NB,69201,Newcastle,69201,55.003117,-1.695539
ENMAC CONSULTANCY LIMITED,11920319,"Floor 2, 2 Esh Plaza",Newcastle Upon Tyne,NE13 9BA,69201,Newcastle,69201,55.03383,-1.63884
RAZAK & CO LTD.,04944396,6 Hutton Terrace,Newcastle Upon Tyne,NE2 1QT,69201,Newcastle,69201,54.981953,-1.601743
R L CHARLES LIMITED,05399839,Fernwood House Fernwood Road,Newcastle Upon Tyne,NE2 1TJ,69201,Newcastle,69201,54.984774,-1.604012
D SOPP CONSULTANCY LIMITED,14672944,29 Old School Drive,Newcastle Upon Tyne,NE15 7AF,69201,Newcastle,69201,54.986441,-1.711338
MM & CO ACCOUNTANTS LTD,16074762,6 Hutton Terrace,Newcastle Upon Tyne,NE2 1QT,69201,Newcastle,69201,54.981953,-1.601743
CHARTERHOUSE ACCOUNTANCY LIMITED,13262201,3 Brindley Court Dalewood Road,Newcastle Under Lyme,ST5 9QA,69201,Newcastle,69201,53.030102,-2.245152
C.B. ACCOUNTANCY SERVICES LTD.,06161698,30 Highway Lane,Newcastle-Under-Lyme,ST5 5AN,69201,Newcastle,69201,53.004069,-2.292928
RFR ACCOUNTANTS LTD,16216659,32a The Garth Front Street,Newcastle Upon Tyne,NE21 6DD,"69201, 69203",Newcastle,69201,54.9548,-1.726756
HENDERSONS ACCOUNTANTS (NE) LTD,10651726,Sterling House Brunswick Industrial Estate,Newcastle Upon Tyne,NE13 7BA,"69201, 69202",Newcastle,69201,55.046505,-1.643672
ORIX ACCOUNTANTS LTD,10056007,88-89 West Road,Newcastle Upon Tyne,NE15 6PR,"69201, 69202",Newcastle,69201,54.97635,-1.659228
AUSTIN FUTERS LIMITED,06153062,1 Westwood Avenue,Newcastle Upon Tyne,NE6 5QT,69201,Newcastle,69201,54.991207,-1.579724
ABEST ACCOUNTS & PAYROLL LTD,16356262,Collingwood Buildings,Newcastle Upon Tyne,NE1 1JF,"69201, 69202",Newcastle,69201,54.969985,-1.613373
SCOTT FD CONSULTING LIMITED,16211473,129 Edge Hill,Newcastle Upon Tyne,NE20 9JS,69201,Newcastle,69201,55.026624,-1.769067
ASPIREX NE LTD,16321067,23 Castlesteads Way,Newcastle Upon Tyne,NE15 6EF,69201,Newcastle,69201,54.969363,-1.680999
FRIENDLY ASSIST ACCOUNTANCY LTD,16121429,71 Stanhope Way,Newcastle Upon Tyne,NE4 5EQ,69201,Newcastle,69201,54.976552,-1.633073
SME ACCOUNTANTS AND BUSINESS ADVISORS LTD,11870104,1 Silverbirch Drive,Newcastle Upon Tyne,NE12 5AB,69201,Newcastle,69201,55.040235,-1.581934
BIRD & CO BUSINESS CONSULTANCY LTD,16589042,44 Azure Business Centre High Street,Newcastle Upon Tyne,NE15 8LN,"69201, 69202, 70229",Newcastle,69201,54.981307,-1.737562
CROWNWIZE CONSULTING LTD,16842542,8 Murray Close,Newcastle Upon Tyne,NE6 5BZ,"69201, 70229",Newcastle,69201,54.983574,-1.573412
GOLDEN BOOK ACCOUNTING SOLUTIONS LTD,16676339,109 Denton Road,Newcastle Upon Tyne,NE15 7HB,"69201, 69202, 70229",Newcastle,69201,54.977393,-1.693248
L4 FINANCIAL MANAGEMENT LIMITED,14496900,"Studio 008, Maling Exchange Hoults Yard",Walker Road,NE6 2HL,"69201, 70221",Newcastle,69201,54.970149,-1.581302
BRAD CHANNER LTD,16124916,85 Moorside North,Newcastle Upon Tyne,NE4 9DX,69201,Newcastle,69201,54.986708,-1.648765
SUSTAINABLE FINANCIAL SOLUTIONS LIMITED,17082533,Collingwood Buildings,Newcastle Upon Tyne,NE1 1JF,"69201, 74901",Newcastle,69201,54.969985,-1.613373
SAS ACCOUNTANCY SERVICES LTD,12576370,22 Ridley Place,Newcastle Upon Tyne,NE1 8JW,"69201, 69202",Newcastle,69201,54.977053,-1.612087
FIXED FEE ACCOUNTANCY LIMITED,07357883,23 Riverside Studios Amethyst Road,Newcastle Upon Tyne,NE4 7YL,69201,Newcastle,69201,54.961211,-1.644612
YOUNIQUE ACCOUNTANCY LTD,08139456,Cobalt Business Exchange,Newcastle Upon Tyne,NE28 9NZ,69201,Newcastle,69201,55.015678,-1.501417
FLUID BOOKKEEPING LTD,14329406,14 Warbeck Close,Newcastle Upon Tyne,NE3 2FG,"69201, 69202",Newcastle,69201,55.010811,-1.675357
NEWCASTLE ACCOUNTANCY LIMITED,08067955,32 Grainger Park Road,Newcastle Upon Tyne,NE4 8SA,"69201, 69202, 69203",Newcastle,69201,54.970728,-1.647841
RIBCHESTER SMITH & LAW LIMITED,08657367,Sutherland House,Newcastle Upon Tyne,NE1 5XE,"69201, 69202, 69203",Newcastle,69201,54.97119,-1.619157
ACCTAX SERVICES LTD,10325482,The Beacon,Newcastle Upon Tyne,NE4 9PQ,"69201, 69202, 69203",Newcastle,69201,54.974124,-1.647733
INVICTUS BUSINESS CONSULTANTS LTD,08535016,Dobson House Regent Centre,Newcastle Upon Tyne,NE3 3PF,"69201, 73120",Newcastle,69201,55.011201,-1.623643
"BROWN, MARCH AND BOWMAN LTD",11697447,4 Tyne View,Newcastle Upon Tyne,NE15 8DE,69201,Newcastle,69201,54.976977,-1.714249
DRWAS LTD,09511353,51 Station Road Forest Hall,Newcastle Upon Tyne,NE12 8AQ,69201,Newcastle,69201,55.019142,-1.568156
PBD ACCOUNTS LTD,13412543,67 Garesfield Gardens,Newcastle Upon Tyne,NE16 6LF,69201,Newcastle,69201,54.903796,-1.743927
TSN ACCOUNTANCY LIMITED,14482151,8 Dahlia Place,Newcastle Upon Tyne,NE4 9SH,69201,Newcastle,69201,54.983383,-1.664498
YRM ACCOUNTANCY LTD,10032926,34 Parklands,Newcastle Upon Tyne,NE20 9LL,69201,Newcastle,69201,55.031824,-1.771916
SCANS ACCOUNTING LIMITED,13190536,53 Netherby Drive,Newcastle Upon Tyne,NE5 2RT,69201,Newcastle,69201,54.987266,-1.668373
BRAMPTONS ACCOUNTANTS LIMITED,06632331,20 George Street,Newcastle,ST5 1DJ,69201,Newcastle,69201,53.012186,-2.218117
ROBSON LAIDLER (DURHAM) LIMITED,03574727,Fernwood House Fernwood Road,Newcastle Upon Tyne,NE2 1TJ,"69201, 69203",Newcastle,69201,54.984774,-1.604012
PAGELINE SOLUTIONS LTD,12475542,500 Westgate Road,Newcastle Upon Tyne,NE4 9BL,69201,Newcastle,69201,54.975053,-1.648834
JACKSON FINANCIAL LIMITED,12022753,26 Rosebud Close,Newcastle Upon Tyne,NE16 3DF,69201,Newcastle,69201,54.952471,-1.685223
GOSFORTH ACCOUNTANCY SERVICES LIMITED,06426472,8 Moor Court,Newcastle Upon Tyne,NE3 4YD,"69201, 69202, 69203",Newcastle,69201,54.995847,-1.6276
GILLIGANS LIMITED,07306306,Unit 4 Lymedale Business Centre,Newcastle,ST5 9QF,69201,Newcastle,69201,53.026424,-2.250245
L R S ACCOUNTANCY SERVICES LTD,04808091,1 Burnside Close,Newcastle Upon Tyne,NE16 5QL,"69201, 69202",Newcastle,69201,54.933527,-1.684668
MST ACCOUNTANTS & BUSINESS ADVISORS LIMITED,12107227,9 Grange Road,Newcastle Upon Tyne,NE4 9LB,69201,Newcastle,69201,54.979799,-1.665027
FITZPATRICKROYLE LIMITED,08269326,105 Moorside North Moorside North,Newcastle Upon Tyne,NE4 9DY,69201,Newcastle,69201,54.988617,-1.650155
RMT ACCOUNTANTS & BUSINESS ADVISORS LTD,06036364,Rmt,Newcastle Upon Tyne,NE12 8EG,69201,Newcastle,69201,55.017864,-1.593959
EASE BUSINESS CONSULTING LTD,14905841,121 Wingrove Avenue,Newcastle Upon Tyne,NE4 9AJ,69201,Newcastle,69201,54.978407,-1.646306
VERTAX ACCOUNTANTS LTD,12068000,6-8 Charlotte Square,Newcastle Upon Tyne,NE1 4XF,"69201, 69203",Newcastle,69201,54.971291,-1.619905
REID HACKETT TAX & ACCOUNTANCY LIMITED,08622432,40 Nunwick Way,Newcastle Upon Tyne,NE7 7GB,69201,Newcastle,69201,55.001368,-1.563548
ARVO.TAX LIMITED,14719399,"Office G29, Amber Court",Newcastle Upon Tyne,NE4 7YA,69201,Newcastle,69201,54.962685,-1.647801
G M ACCOUNTING & MANAGEMENT SERVICES LIMITED,07802731,15 Melmerby Close,Newcastle Upon Tyne,NE3 5JA,69201,Newcastle,69201,55.018861,-1.613217
PHILIP MUNDY LIMITED,11550390,60 60 Woodside,Newcastle Upon Tyne,NE20 9JB,69201,Newcastle,69201,55.03036,-1.763132
MUB ACCOUNTANTS LTD,12919453,22 Windermere Road,Newcastle,ST5 3HH,69201,Newcastle,69201,52.991801,-2.225895
PAUL GLAHOLM & CO. LIMITED,04510264,Azure Business Centre High Street,Newcastle Upon Tyne,NE15 8LN,69201,Newcastle,69201,54.981307,-1.737562
T R DIXON & CO LTD,09090375,1a Dinsdale Place,Newcastle Upon Tyne,NE2 1BD,69201,Newcastle,69201,54.979831,-1.598404
NUMIRACLE LIMITED,07542138,Clavering House,Newcastle Upon Tyne,NE1 3NG,"69201, 69202",Newcastle,69201,54.968373,-1.612154
TIG ACCOUNTANTS LIMITED,15245076,Metropolitan House Longrigg,Newcastle Upon Tyne,NE16 3AS,69201,Newcastle,69201,54.95781,-1.682277
TANYA MACK & CO LTD,NI641171,99-101 Central Promenade,Newcastle,BT33 0HH,69201,Newcastle,69201,54.207262,-5.892656
GLEN C RODGER LIMITED,04674270,3rd Floor Cragside House,Newcastle Upon Tyne,NE6 1SE,"69201, 69203",Newcastle,69201,54.979579,-1.579704
0098 ACCOUNTING LTD,16085710,14 Newlyn Road,Newcastle Upon Tyne,NE3 3JX,69201,Newcastle,69201,55.007797,-1.651396
GUNNELL & CHAMBERS ACCOUNTANTS LIMITED,13173556,8 Fellside Road,Newcastle Upon Tyne,NE16 4AL,69201,Newcastle,69201,54.945135,-1.683812
ABEST ACCOUNTING LTD,10751916,Collingwood Buildings,Newcastle Upon Tyne,NE1 1JF,69201,Newcastle,69201,54.969985,-1.613373
G E SHENTON & CO LTD,10591873,St. Pauls House,Newcastle Under Lyme,ST5 1AZ,69201,Newcastle,69201,53.011884,-2.220873
GEOFF MACLAUCHLAN LIMITED,04709827,The Grainger Suite Dobson House,Gosforth,NE3 3PF,69201,Newcastle,69201,55.011201,-1.623643
SHK ACCOUNTANTS LIMITED,03863290,Audley House,Newcastle,ST5 1BT,69201,Newcastle,69201,53.011402,-2.218873
TAX SPECIALISTS LIMITED,11519295,3 Brindley Court Dalewood Road,Newcastle Under Lyme,ST5 9QA,69201,Newcastle,69201,53.030102,-2.245152
CONTASERVTM LTD,11429885,3 Rowan Place,Newcastle,ST5 7BG,"49410, 69201, 69202",Newcastle,69201,53.045911,-2.254579
NORTHUMBRIA ACCOUNTANCY LIMITED,09985968,Prestwick Lodge Cheviot View,Newcastle Upon Tyne,NE20 9BP,69201,Newcastle,69201,55.044206,-1.727809
THOMPSON WRIGHT LIMITED,04151845,Ebenezer House,Newcastle Under Lyme,ST5 2BE,69201,Newcastle,69201,53.013323,-2.225232
BISMILLAH ACCOUNTANTS LIMITED,13167206,111 Atkinson Road,Newcastle Upon Tyne,NE4 8XX,"69201, 69202",Newcastle,69201,54.967879,-1.663626
SWKA SERVICES LTD,09312094,58 Beaconsfield Street,Newcastle Upon Tyne,NE4 5JN,"69201, 69202, 70221",Newcastle,69201,54.974021,-1.637017
BOWMAR ACCOUNTANCY LTD,07536371,10 Delves Place,Newcastle Under Lyme,ST5 3RP,69201,Newcastle,69201,52.996886,-2.23212
RL CONSTABLE LIMITED,06442824,9 Cygnet Close,Newcastle Upon Tyne,NE5 1LU,69201,Newcastle,69201,55.002989,-1.709453
ACCOUNTSBYNET LIMITED,03936576,"Kinnair & Company, Aston House",Newcastle Upon Tyne,NE5 1NB,69201,Newcastle,69201,55.003117,-1.695539
R L MORAN LIMITED,05399841,Fernwood House Fernwood Road,Newcastle Upon Tyne,NE2 1TJ,69201,Newcastle,69201,54.984774,-1.604012
M&K ACCOUNTING LTD,14481400,15a Quick Silver Way,Newcastle Upon Tyne,NE27 0QQ,"69201, 69202",Newcastle,69201,55.022564,-1.512906
SME CENTRE OF EXCELLENCE (COFE) NORTHUMBERLAND LIMITED,11260204,"First Floor, 19 Main Street",Newcastle Upon Tyne,NE20 9NH,"62020, 69201, 82110",Newcastle,69201,55.049674,-1.742578
PAGELINE SOLUTIONS ACCOUNTANTS LIMITED,08112422,500 Westgate Road,Newcastle Upon Tyne,NE4 9BL,"69201, 69202, 69203",Newcastle,69201,54.975053,-1.648834
TG CONSULTING (NE) LTD,16649413,81 Royal Crescent,Newcastle Upon Tyne,NE4 9TQ,"69201, 69202",Newcastle,69201,54.986214,-1.655255
